Category,Record Number,Commercial Subtype,Residential Subtype,ADU/TED on Permit?,Work Description,Business Name,Project Cost,Job Cost Valuation,Current Valuation - Commercial,Current Valuation - Residential,Address,ADU or TED on Address?,Total Construction Valuation,Current Market Valuation,Property Type,Project Type,Property Type Order,Units,Data Dump,Date,Month,Month Number,Calendar Year,Fiscal Year
02 - Remodel Residential,2023-MSS-RES-00629,,BRRRS - Reroof or Reside Residential,,SFR / REMOVING EXISTING ROOFING MATERIALS / REPLACE WITH SYNTHETIC FELT UNDERLAYMENT / APPLY ICE AND WATER SHIELD / REPLACE WITH SHINGLES / Re-roofing 36 squares shingles only / INSTALL PER IRC AND LISTING / 5:12 / VB / R-3,"INFINITY ROOFING & SIDING, LLC",22967.89,0.0,,,5404 FILLY LN,,22967.89,0.0,Residential,Addition/Remodel,15.0,0,08 Data Dump,2023-08-01,August,08,2023,2024
02 - Remodel Residential,2023-MSS-RES-00630,,BRRRS - Reroof or Reside Residential,,SFR / Remove existing shingles / replace with synthetic underlayment / ice & water shield / new GAF Timberline HDZ Shingles / INSTALL PER IRC AND LISTING / 8:12 / VB / R-3,FISHER FAMILY CONSTRUCTION,7930.0,0.0,,,309 CHESTNUT ST,,7930.0,0.0,Residential,Addition/Remodel,15.0,0,08 Data Dump,2023-08-01,August,08,2023,2024
02 - Remodel Residential,2023-MSS-RES-00631,,BRRRS - Reroof or Reside Residential,,SFR / Remove old shingles / replace with new synthetic underlayment / ice & water shield / GAF Timberline HDZ Shingles / INSTALL PER IRC AND LISTING / 12:12 / VB / R-3,FISHER FAMILY CONSTRUCTION,25955.0,0.0,,,402 S 02ND ST W,,25955.0,0.0,Residential,Addition/Remodel,15.0,0,08 Data Dump,2023-08-01,August,08,2023,2024
02 - Remodel Residential,2023-MSS-RES-00632,,BRRRS - Reroof or Reside Residential,,"SFR / Remove & Replace 30# Felt / replace with 30-Year, Malarkey Shingle / Malarkey #1030 Synthetic underlayment / Malarkey Artic ice & Water Shield / INSTALL PER IRC AND LISTING / 6:12 / VB / R-3",RHINO ROOFING,23000.0,0.0,,,617 ANGLERS BEND WAY,,23000.0,0.0,Residential,Addition/Remodel,15.0,0,08 Data Dump,2023-08-01,August,08,2023,2024
02 - Remodel Residential,2023-MSS-RES-00633,,BRRRS - Reroof or Reside Residential,,"SFR / Remove & Replace 30# Felt / replace with 30-Year, Malarkey Shingle / Malarkey #1030 Synthetic underlayment / Malarkey Artic ice & Water Shield / INSTALL PER IRC AND LISTING / 6:12 / VB / R-3",RHINO ROOFING,22000.0,0.0,,,629 ANGLERS BEND WAY,,22000.0,0.0,Residential,Addition/Remodel,15.0,0,08 Data Dump,2023-08-01,August,08,2023,2024
02 - Remodel Residential,2023-MSS-RES-00634,,BRRRS - Reroof or Reside Residential,,"SFR / Remove & Replace 30# Felt / replace with 30-Year, Malarkey Shingle / Malarkey #1030 Synthetic underlayment / Malarkey Artic ice & Water Shield / INSTALL PER IRC AND LISTING / 7:12 / VB / R-3",RHINO ROOFING,10500.0,0.0,,,1334 LILLY CT,,10500.0,0.0,Residential,Addition/Remodel,15.0,0,08 Data Dump,2023-08-01,August,08,2023,2024
02 - Remodel Residential,2023-MSS-RES-00635,,BRRRS - Reroof or Reside Residential,,SFR / Remove existing shingles and underlayment / Install ice/water and synthetic underlayment per code / Install asphalt shingles per code / INSTALL PER IRC AND LISITNG / 7:12 / VB / R-3,MIGHTY DOG ROOFING 157,8000.0,0.0,,,322 BURLINGTON AVE,,8000.0,0.0,Residential,Addition/Remodel,15.0,0,08 Data Dump,2023-08-01,August,08,2023,2024
02 - Remodel Residential,2023-MSS-RES-00636,,BRRRS - Reroof or Reside Residential,,"SFR / 1,3,5,6:12 / 1 3-TBA Layer & 1-TPO / 2 Story residential re-roof / R&R / install synthetic underlayment / install 50 year shingle / ice & water shield / CRV / INSTALL PER IRC AND LISTING / VB / R-3

NOTE: Asphalt shingles cannot be installed on slopes of 2:12 or less.",JARED LANGLEY ENTERPRISES INC,45000.0,0.0,,,2328 VALLEY VIEW DR,,45000.0,0.0,Residential,Addition/Remodel,15.0,0,08 Data Dump,2023-08-01,August,08,2023,2024
02 - Remodel Residential,2023-MSS-RES-00637,,BRRRS - Reroof or Reside Residential,,"GARAGE /Remove & Replace 30# Felt / replace with 30-Year, Malarkey Shingle / Malarkey #1030 Synthetic underlayment / Malarkey Artic ice & Water Shield / INSTALL PER IRC AND LISTING / 4:12 / VB / U",RHINO ROOFING,4500.0,0.0,,,2244 E CRESCENT DR,,4500.0,0.0,Residential,Addition/Remodel,15.0,0,08 Data Dump,2023-08-01,August,08,2023,2024
02 - Remodel Residential,2023-MSS-RES-00639,,BRRRS - Reroof or Reside Residential,,SFR / Complete removal and installation of asphalt composition architectural shingles using Arctic Seal and Timberline shingles and Cobra ridge vent / INSTALL PER IRC AND LISTING / 8:12 / VB / R-3,JIM GUERRERO ROOFING,15800.0,0.0,,,510 HOWELL ST,,15800.0,0.0,Residential,Addition/Remodel,15.0,0,08 Data Dump,2023-08-01,August,08,2023,2024
02 - Remodel Residential,2023-MSS-RES-00641,,BRRRS - Reroof or Reside Residential,,"SFR / Remove & Replace 30# Felt / replace with 40-Year, Malarkey Shingle / Malarkey #1030 Synthetic underlayment / Malarkey Artic ice & Water Shield / INSTALL PER IRC AND LISTING / 12:12 / VB / R-3",RHINO ROOFING,17000.0,0.0,,,220 UNIVERSITY AVE,,17000.0,0.0,Residential,Addition/Remodel,15.0,0,08 Data Dump,2023-08-01,August,08,2023,2024
02 - Remodel Residential,2023-MSS-RES-00643,,BRRRS - Reroof or Reside Residential,,"SFR / to remove old roofing, to install Ice & Water shield, to install GAF Tigerpaw underlayment, to install new GAF Timberline HDz architectural shingles / INSTALL PER IRC AND LISTING / 4:12 / VB / R3",ABOVE THE REST ROOFING,12900.0,0.0,,,609 PARKVIEW WAY,,12900.0,0.0,Residential,Addition/Remodel,15.0,0,08 Data Dump,2023-08-01,August,08,2023,2024
02 - Remodel Residential,2023-MSS-RES-00648,,BRRRS - Reroof or Reside Residential,,"2021 CODES/SFR/REROOF/5,19:12 / 1 3 TAB Layer / 2 stories residential re-roof / R&R / install synthetic underlayment / install 50 year shingle / ice & water shield / CRV/TWO STORY/VB/R-3",JARED LANGLEY ENTERPRISES INC,15000.0,0.0,,,2255 MISSOULA AVE,,15000.0,0.0,Residential,Addition/Remodel,15.0,0,08 Data Dump,2023-08-01,August,08,2023,2024
02 - Remodel Residential,2023-MSS-RES-00649,,BRRRS - Reroof or Reside Residential,,"2021 CODES/SFR/REROOF/Remove & Replace 30# Felt, replace with 30-Year, Malarkey Shingle.
Malarkey #1030 Synthetic underlayment, Malarkey Artic ice & Water Shield./PER IRC & LISTING/TWO STORY/8:12/VB/R-3",RHINO ROOFING,10000.0,0.0,,,612 LOLO ST,,10000.0,0.0,Residential,Addition/Remodel,15.0,0,08 Data Dump,2023-08-01,August,08,2023,2024
02 - Remodel Residential,2023-MSS-RES-00650,,BRRRS - Reroof or Reside Residential,,"2021 CODES/SFR/REROOF/omni seal Malarkey #1030 Synthetic underlayment, Malarkey Artic ice & Water Shield./PER IRC & LISTING/SINGLE STORY/1:12/VB/R-3

Malarkey 430 OmniSeal Cap - install per manufacturers listing.",RHINO ROOFING,4500.0,0.0,,,1916 35TH ST,,4500.0,0.0,Residential,Addition/Remodel,15.0,0,08 Data Dump,2023-08-01,August,08,2023,2024
02 - Remodel Residential,2023-MSS-RES-00651,,BRRRS - Reroof or Reside Residential,,"2021 CODES/SFR/REROOF.Remove & Replace 30# Felt, replace with 30-Year, Malarkey Shingle.
Malarkey #1030 Synthetic underlayment, Malarkey Artic ice & Water Shield./PER IRC & LISTING/TWO STORY/6:12/VB/R-3",RHINO ROOFING,13000.0,0.0,,,1520 STANLEY ST,,13000.0,0.0,Residential,Addition/Remodel,15.0,0,08 Data Dump,2023-08-01,August,08,2023,2024
02 - Remodel Residential,2023-MSS-RES-00652,,BRRRS - Reroof or Reside Residential,,SFR / Remove shingles / install new drip edge / ice and water on eaves starter course felt / new shingles ridge vent and ridge cap. / INSTALL PER IRC AND LISTING / 7:12 / VB / R3,A & B ROOFING CO,21600.0,0.0,,,8704 MASHIE LN,,21600.0,0.0,Residential,Addition/Remodel,15.0,0,08 Data Dump,2023-08-01,August,08,2023,2024
02 - Remodel Residential,2023-MSS-RES-00653,,BRRRS - Reroof or Reside Residential,,SFR / to remove old roofing / to install ice & water shield / to install GAF Tigerpaw underlayment / to install GAF Timberline HDz architectural shingles / INSTALL PER IRC AND LISTING / 6:12 / VB / R3,ABOVE THE REST ROOFING,21000.0,0.0,,,4068 KALEIGH CT,,21000.0,0.0,Residential,Addition/Remodel,15.0,0,08 Data Dump,2023-08-01,August,08,2023,2024
02 - Remodel Residential,2023-MSS-RES-00654,,BRRRS - Reroof or Reside Residential,,"SFR / REMOVE ROOFING / Roof Replacement with Gaf HDZ architectural Roofing  dry in  Ice and water shield 2 feet beyond the inner wall, and synthetic underlayment. 2 deck mounted skylights installed on west facing roof. / INSTALL PER IRC AND LISTING / 6:12 / VB  / R3",CREATUM ROOFING AND REPAIR,25447.9,0.0,,,5505 PROSPECT DR,,25447.9,0.0,Residential,Addition/Remodel,15.0,0,08 Data Dump,2023-08-01,August,08,2023,2024
02 - Remodel Residential,2023-MSS-RES-00655,,BRRRS - Reroof or Reside Residential,,"SFR / Remove & Replace 30# Felt, replace with 30-Year, Malarkey Shingle / Malarkey #1030 Synthetic underlayment / Malarkey Artic ice & Water Shield / INSTALL PER IRC AND LISTING / 12:12 / VB / R3",RHINO ROOFING,17000.0,0.0,,,527 E PINE ST,,17000.0,0.0,Residential,Addition/Remodel,15.0,0,08 Data Dump,2023-08-01,August,08,2023,2024
02 - Remodel Residential,2023-MSS-RES-00656,,BRRRS - Reroof or Reside Residential,,"SFR / Remove & Replace 30# Felt, replace with 30-Year, Malarkey Shingle.
Malarkey #1030 Synthetic underlayment, Malarkey Artic ice & Water Shield. / INSTALL PER IRC AND LISTING / 4:12 / VB / R3",RHINO ROOFING,19000.0,0.0,,,911 HUNTINGTON PL,,19000.0,0.0,Residential,Addition/Remodel,15.0,0,08 Data Dump,2023-08-01,August,08,2023,2024
02 - Remodel Residential,2023-MSS-RES-00666,,BRRRS - Reroof or Reside Residential,,SFR / Complete removal of existing roofing / installation of architectural shingles / with Arctic Seal  and felt underlayment / and Cobra ridge vent / INSTALL PER IRC AND LISTING / 8:12 / VB / R3,JIM GUERRERO ROOFING,11800.0,0.0,,,1105 WORDEN AVE,,11800.0,0.0,Residential,Addition/Remodel,15.0,0,08 Data Dump,2023-08-01,August,08,2023,2024
02 - Remodel Residential,2023-MSS-RES-00667,,BRRRS - Reroof or Reside Residential,,SFR / Remove shingles / install new drip edge / ice and water on eaves / new starter course felt / new shingles / ridge vent and ridge cap / INSTALL PER IRC AND LISTING / 7:12 / VB / R3,A & B ROOFING CO,7900.0,0.0,,,2031 S 09TH ST W,,7900.0,0.0,Residential,Addition/Remodel,15.0,0,08 Data Dump,2023-08-01,August,08,2023,2024
02 - Remodel Residential,2023-MSS-RES-00671,,BAARR -  Add/Alter/Remodel Residential,,"2021 CODES/SFR/EGRESS WINDOW/dig out 4x4 egress window .  2x8 treated for box,  2x6 header x4 . install grate and back fill./VB/R-3",HANSEN BUILDERS,7000.0,0.0,,,318 KEITH AVE,,7000.0,0.0,Residential,Addition/Remodel,15.0,0,08 Data Dump,2023-08-01,August,08,2023,2024
02 - Remodel Residential,2023-MSS-RES-00673,,BAARR -  Add/Alter/Remodel Residential,,"2021 CODES/SFR/Bathroom remodel - Tub to Tub Conversion - There are no changes to the layout. Will replace wall surround in wet area; will put up greenboard behind acrylic panels.
Will check exterior walls for vapor barrier and proper insulation/VB/R-3",YOUR HOME IMPROVEMENT COMPANY LLC,6500.0,0.0,,,2406 MCINTOSH LP,,6500.0,0.0,Residential,Addition/Remodel,15.0,0,08 Data Dump,2023-08-01,August,08,2023,2024
02 - Remodel Residential,2023-MSS-RES-00683,,BRRRS - Reroof or Reside Residential,,"DET GARAGE / Repair to Garage Roof Only / Remove roofing to wood deck / Install 1/4"" per FT Taper / Install 1/2"" Recovery Board / 60MIL TPO. Fully Adhere / INSTALL PER IRC AND LISTING / 0.25:12 / VB / U",INDEPENDENT ROOFING LLC,8000.0,0.0,,,635 HASTINGS AVE,,8000.0,0.0,Residential,Addition/Remodel,15.0,0,08 Data Dump,2023-08-01,August,08,2023,2024
02 - Remodel Residential,2023-MSS-RES-00684,,BRRRS - Reroof or Reside Residential,,"SFR / Remove and proper disposal of roofing material / Provide and Apply ice and water membrane per code / Provide and Apply, synthetic underlayment in succeeding courses / Provide and Apply Architectural Shingle System / Provide and Apply ridge vent and hip/ridge shingle / INSTALL PER IRC AND LISTING / 12:12 / VB / R-3",INDEPENDENT ROOFING LLC,25000.0,0.0,,,816 HILDA AVE,,25000.0,0.0,Residential,Addition/Remodel,15.0,0,08 Data Dump,2023-08-01,August,08,2023,2024
02 - Remodel Residential,2023-MSS-RES-00685,,BRRRS - Reroof or Reside Residential,,"SFR / Remove & Replace 30# Felt / replace with 30-Year, Malarkey Shingle / Malarkey #1030 Synthetic underlayment / Malarkey Artic ice & Water Shield / INSTALL PER IRC AND LISTING / 4:12 / VB / R-3",RHINO ROOFING,11000.0,0.0,,,410 WHITAKER DR,,11000.0,0.0,Residential,Addition/Remodel,15.0,0,08 Data Dump,2023-08-01,August,08,2023,2024
08 - New Business,2022-MSS-COM-00150,BNCON -  New Other,,,DETENTION CENTER/FENCE AND PARKING LOT EXPANSION/8' FENCE/VB/U,JACKSON CONTRACTOR GROUP INC,475003.92,0.0,,,2350 MULLAN RD,,475003.92,0.0,Business,New Construction,11.0,0,09 Data Dump,2023-09-01,September,09,2023,2024
02 - Remodel Residential,2022-MSS-RES-00729,,BRRRS - Reroof or Reside Residential,,"SFR /  Residing existing residence, replacing existing windows with new / VB / R-3
Rev 01 - 09/07/2023: 8/15/23 REVISION TO CONCRETE STAIRS AND DECK SUPPORTS",GREAT SPACES INC,10000.0,0.0,,,3055 LOWER LINCOLN HILLS DR,,10000.0,0.0,Residential,Addition/Remodel,15.0,0,09 Data Dump,2023-09-01,September,09,2023,2024
08 - New Business,2023-MSS-COM-00038,BNCON -  New Other,,,2021 CODES/SMITTYS CAR WASH/NEW CAR WASH/VB/B,SQUIRRELS REAL ESTATE LLC,,255106.8,884477.88,,100 EXPRESSWAY,,255106.8,629371.0800000001,Business,New Construction,11.0,0,09 Data Dump,2023-09-01,September,09,2023,2024
01 - Remodel Commercial,2023-MSS-COM-00056,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/COM BLDG/ADDITION/addition to add office space/VB/B,D LOWER CONSTRUCTION,275000.0,0.0,,,610 WOODY ST,,275000.0,0.0,Commercial,Addition/Remodel,16.0,0,09 Data Dump,2023-09-01,September,09,2023,2024
08 - New Business,2023-MSS-COM-00065,BNCON -  New Other,,,2021 CODES/YMCA AIRNASIUM/NEW BLDG/VA/A-3,QUALITY CONSTRUCTION COMPANY,,245266.56,1853376.0,,2900 RUSSELL ST,,245266.56,1608109.44,Business,New Construction,11.0,0,09 Data Dump,2023-09-01,September,09,2023,2024
08 - New Business,2023-MSS-COM-00082,BNCOP -  New Office/Bank/Professional Building,,,2021 CODES/OPPORTUNITY BANK/NEW BANK/VB/B,DICK ANDERSON CONSTRUCTION,,959817.3,2324933.97,,2215 W BROADWAY,,959817.3,1365116.6700000002,Business,New Construction,11.0,0,09 Data Dump,2023-09-01,September,09,2023,2024
01 - Remodel Commercial,2023-MSS-COM-00142,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/FRANKLIN SCHOOL RM 201-204/REMODEL/VB/E,OWNER,750.0,0.0,,,1910 S 11TH ST W,,750.0,0.0,Commercial,Addition/Remodel,16.0,0,09 Data Dump,2023-09-01,September,09,2023,2024
01 - Remodel Commercial,2023-MSS-COM-00161,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/5-PLEX/Demo and rebuild like struction on the back of the building. Current one is unstable and deteriorating./VB/R-2,STRAIGHTEDGE CONSTRUCTION LLC,5000.0,0.0,,,125 S 04TH ST E,,5000.0,0.0,Commercial,Addition/Remodel,16.0,0,09 Data Dump,2023-09-01,September,09,2023,2024
01 - Remodel Commercial,2023-MSS-COM-00164,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/SPAS OF MONTANA/Siding upgrades on the Building. DER application #2022-MSS-DER-00009 /No new windows or doors/VB/M,SIRIUS CONSTRUCTION INC,207000.0,0.0,,,3916 BROOKS ST,,207000.0,0.0,Commercial,Addition/Remodel,16.0,0,09 Data Dump,2023-09-01,September,09,2023,2024
01 - Remodel Commercial,2023-MSS-COM-00171,BAARC -  Add/Alter/Remodel Commercial,,,"2021 CODES/SENTINEL HS RM 190F/ E / VB / Frame, sheetrock and add door to create new office 190F.  No electrical, lighting, MEP.  Flooring or ceiling will remain.",OWNER,750.0,0.0,,,901 SOUTH AVE W,,750.0,0.0,Commercial,Addition/Remodel,16.0,0,09 Data Dump,2023-09-01,September,09,2023,2024
01 - Remodel Commercial,2023-MSS-COM-00195,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/BITTERROOT CANNABIS SUITE D/INTERIOR REMODEL OF SUITE D FOR CANNIBUS KITCHEN/VB/B,SIRIUS CONSTRUCTION INC,279000.0,0.0,,,425 D N 05TH ST W,,279000.0,0.0,Commercial,Addition/Remodel,16.0,0,09 Data Dump,2023-09-01,September,09,2023,2024
01 - Remodel Commercial,2023-MSS-COM-00196,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/NORTHWEST PIPE FITTINGS/NEW TI/INTERIOR REMODEL/IIB/S-1/B/M,DICK ANDERSON CONSTRUCTION,193587.63,0.0,,,5055 SHLL EXPRESSWAY,,193587.63,0.0,Commercial,Addition/Remodel,16.0,0,09 Data Dump,2023-09-01,September,09,2023,2024
01 - Remodel Commercial,2023-MSS-COM-00221,BCRRS -  Reroof/Reside Commercial,,,"2021 CODES/CHRIST THE KING CATHOLIC CHURCH/demolition of existing cedar shakes, abatement of ACM in silver paint and roofing felt at existing flat roof, frame in portions of existing pyrimid shaped roofs, install new standing seam metal roof in areas of previous shakes, install new EPDM at low slopes/VB/A-3",BRADFORD ROOF MANAGEMENT,608740.0,0.0,,,1400 GERALD AVE,,608740.0,0.0,Commercial,Addition/Remodel,16.0,0,09 Data Dump,2023-09-01,September,09,2023,2024
01 - Remodel Commercial,2023-MSS-COM-00226,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/UM CURRY HEALTH/REMODEL/VB/B/E,D LOWER CONSTRUCTION,21950.0,0.0,,,634 EDDY AVE,,21950.0,0.0,Commercial,Addition/Remodel,16.0,0,09 Data Dump,2023-09-01,September,09,2023,2024
01 - Remodel Commercial,2023-MSS-COM-00244,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/LOYOLA GYM/Install curbs to accept new RTU HVAC units/VB/A-3,"PACIFIC CONSTRUCTION, INC.",6500.0,0.0,,,1040 S 01ST ST W,,6500.0,0.0,Commercial,Addition/Remodel,16.0,0,09 Data Dump,2023-09-01,September,09,2023,2024
01 - Remodel Commercial,2023-MSS-COM-00247,BAARC -  Add/Alter/Remodel Commercial,,,"2021 CODES/VERIZON MT5 MISSOULA VALLEY/Remove (12) Antennas, (6) RRHs, (2) equipment rack, (6) OVPs, (2) BBU.   
Install (3) antenna mounts, (6) antennas, (6) RRHs, (3) Antennas, (2) BBU's, (1) IXRE Router, (1) Upconverter, (4) OVP, (3) Hybrid. 
No increase in height or lease space./VB/U",WIRELESS CONSTRUCTION SERVICES CORP,15000.0,0.0,,,125 BANK ST,,15000.0,0.0,Commercial,Addition/Remodel,16.0,0,09 Data Dump,2023-09-01,September,09,2023,2024
01 - Remodel Commercial,2023-MSS-COM-00259,BCRRS -  Reroof/Reside Commercial,,,4-PLEX / Remove existing roofing to bare decking / install new edge metal / install new synthetic underlayment throughout / install new 29ga Exposed Fastener Steel Roofing Metal with trims / install new pipe boots / install new ridge cap and vent / INSTALL PER IRC AND LISTING / 5:12 / VB / R2,DERRICK G SMITH ROOFING LLC,9400.0,0.0,,,1417 STODDARD ST,,9400.0,0.0,Commercial,Addition/Remodel,16.0,0,09 Data Dump,2023-09-01,September,09,2023,2024
01 - Remodel Commercial,2023-MSS-COM-00264,BCRRS -  Reroof/Reside Commercial,,,"5 PLEX / Remove & Replace 30# Felt / replace with 30-Year, Malarkey Shingle /Malarkey #1030 Synthetic underlayment / Malarkey Artic ice & Water Shield / INSTALL PER IRC AND LISTING /",RHINO ROOFING,16000.0,0.0,,,400 WOODFORD ST,,16000.0,0.0,Commercial,Addition/Remodel,16.0,0,09 Data Dump,2023-09-01,September,09,2023,2024
01 - Remodel Commercial,2023-MSS-COM-00265,BAARC -  Add/Alter/Remodel Commercial,,,"2021 CODES/BLUE MOUNTAIN CLINIC/minimal interior repairs to include insulation, drywall and paint./VB/B


CITY NOTE: Approved as like for like repair. INSPECTORS TO FIELD VERIFY FOR CODE COMPLIANCE. APPLICANT/OWNER SHOULD BE AWARE THAT WORK COULD REQUIRE PROFESSIONAL ENGINEER OR ARCHITECT INVOLVEMENT AT THE DISCRETION OF THE BUILDING OFFICIAL OR BUILDING INSPECTOR.",MISSOULA RESTORATION LLC,10132.44,0.0,,,610 N CALIFORNIA ST,,10132.44,0.0,Commercial,Addition/Remodel,16.0,0,09 Data Dump,2023-09-01,September,09,2023,2024
01 - Remodel Commercial,2023-MSS-COM-00267,BCRRS -  Reroof/Reside Commercial,,,"DET GARAGE FOR 4-PLEX / Remove & Replace 30# Felt / replace with 30-Year, Malarkey Shingle / Malarkey #1030 Synthetic underlayment / Malarkey Artic ice & Water Shield / INSTALL PER IBC AND LISTING / 4:12 / VB / U",RHINO ROOFING,6000.0,0.0,,,2122 RAYMOND AVE,,6000.0,0.0,Commercial,Addition/Remodel,16.0,0,09 Data Dump,2023-09-01,September,09,2023,2024
01 - Remodel Commercial,2023-MSS-COM-00268,BCRRS -  Reroof/Reside Commercial,,,UNIVERSITY CONGREGATIONAL CHURCH/REROOF/Remove all layers of roofing to wood deck.  Install (2) Layer 2.6 ISO /Install ½” Dens Deck Cover Board./Install GAF 60MIL EXTREME TPO. Fully Adhere. /Tie into roof that was done in 2013./ Re-use metal parapet capping./SINGLE STORY/1:12/VB/A-3,INDEPENDENT ROOFING LLC,4000.0,0.0,,,405 UNIVERSITY AVE,,4000.0,0.0,Commercial,Addition/Remodel,16.0,0,09 Data Dump,2023-09-01,September,09,2023,2024
01 - Remodel Commercial,2023-MSS-COM-00272,BCRRS -  Reroof/Reside Commercial,,,MADISON APT DETACHED GARAGE / RESIDE/Supply and install steel siding over the top of old wood siding to unattached garage./VB/U,ABC SEAMLESS OF MONTANA,8900.0,0.0,,,525 S 05TH ST E,,8900.0,0.0,Commercial,Addition/Remodel,16.0,0,09 Data Dump,2023-09-01,September,09,2023,2024
