Category,Record Number,Commercial Subtype,Residential Subtype,ADU/TED on Permit?,Work Description,Business Name,Project Cost,Job Cost Valuation,Current Valuation - Commercial,Current Valuation - Residential,Address,ADU or TED on Address?,Total Construction Valuation,Current Market Valuation,Property Type,Project Type,Property Type Order,Units,Data Dump,Date,Month,Month Number,Calendar Year,Fiscal Year
02 - Remodel Residential,2023-MSS-RES-00577,,BRRRS - Reroof or Reside Residential,,SFR / Remove existing roofing material / Resheet if necessary / Replace with new synthetic underlayment / GAF asphalt shingles / Remove debris / INSTALL PER IRC AND LISTING / INSTALL ICE AND WATER SHEILD / 3:12 / VB / R-3 / OBSERVE LOW SLOPE REQUIREMENTS,REVE EXTERIORS LLC,9408.0,0.0,,,2900 HARMONY CT,,9408.0,0.0,Residential,Addition/Remodel,15.0,0,07 Data Dump,2023-07-01,July,07,2023,2024
02 - Remodel Residential,2023-MSS-RES-00581,,BRRRS - Reroof or Reside Residential,,"SFR / Remove and proper disposal of roofing material / Provide and Apply ice and water membrane per code / Provide and Apply, synthetic underlayment in succeeding courses / Provide and Apply Architectural Shingle System / Provide and Apply ridge vent and hip/ridge shingle / INSTALL PER IRC AND LISTING / 5:12 / VB / R-3",INDEPENDENT ROOFING LLC,10335.0,0.0,,,11 ORCHARD CT,,10335.0,0.0,Residential,Addition/Remodel,15.0,0,07 Data Dump,2023-07-01,July,07,2023,2024
02 - Remodel Residential,2023-MSS-RES-00583,,BRRRS - Reroof or Reside Residential,,SFR / Remove and replace existing shingles / Ice and water shield along eaves and valleys / TigerPaw synthetic underlayment / metal in valleys / GAF Timberline shingle / INSTALL PER IRC AND LISTING / 5:12 / VB / R-3,CLW CONSTRUCTION LLC,11000.0,0.0,,,2305 HIGHWOOD DR,,11000.0,0.0,Residential,Addition/Remodel,15.0,0,07 Data Dump,2023-07-01,July,07,2023,2024
02 - Remodel Residential,2023-MSS-RES-00584,,BRRRS - Reroof or Reside Residential,,"SFR / Remove and proper disposal of roofing material / Provide and Apply ice and water membrane per code / Provide and Apply, synthetic underlayment in succeeding courses / Provide and Apply Architectural Shingle System / Provide and Apply ridge vent and hip/ridge shingle / INSTALL PER IRC AND LISTING / 4:12 / VB / R-3",INDEPENDENT ROOFING LLC,7100.0,0.0,,,1809 S 14TH ST W,,7100.0,0.0,Residential,Addition/Remodel,15.0,0,07 Data Dump,2023-07-01,July,07,2023,2024
02 - Remodel Residential,2023-MSS-RES-00585,,BRRRS - Reroof or Reside Residential,,"DETACHED GARAGE / Remove and proper disposal of roofing material / Provide and Apply ice and water membrane per code / Provide and Apply, synthetic underlayment in succeeding courses / Provide and Apply Architectural Shingle System / Provide and Apply ridge vent and hip/ridge shingle / INSTALL PER IRC AND LISTING / 4:12 / VB / R-3",INDEPENDENT ROOFING LLC,4640.0,0.0,,,1809 S 14TH ST W,,4640.0,0.0,Residential,Addition/Remodel,15.0,0,07 Data Dump,2023-07-01,July,07,2023,2024
02 - Remodel Residential,2023-MSS-RES-00586,,BRRRS - Reroof or Reside Residential,,Duplex / Remove old shingles / tar felt / and cap / Replace with new architectural OC LL shingles / pipe jacks and synthetic underlayment / Add ice and water shield / Open ridge and install venting / INSTALL PER IRC AND LISTING / 4:12 / VB / R-3,P R & R,11376.0,0.0,,,103 A LOVEGROVE CT,,11376.0,0.0,Residential,Addition/Remodel,15.0,0,07 Data Dump,2023-07-01,July,07,2023,2024
02 - Remodel Residential,2023-MSS-RES-00587,,BRRRS - Reroof or Reside Residential,,SFR / Reroof house / Remove existing roof material / INSTALL High Temperature ICE AND WATER SHIELD / INSTALL METAL ROOF /  INSTALL PER IRC AND LISTING / 4:12 / VB / R-3,REEVES LLC,40000.0,0.0,,,1801 MAURICE AVE,,40000.0,0.0,Residential,Addition/Remodel,15.0,0,07 Data Dump,2023-07-01,July,07,2023,2024
02 - Remodel Residential,2023-MSS-RES-00591,,BRRRS - Reroof or Reside Residential,,"2021 CODES/SFR/REROOF/Remove & Replace 30# Felt, replace with 40-Year, Malarkey Shingle.
Malarkey #1030 Synthetic underlayment, Malarkey Artic ice & Water Shield/PER IRC & LISTING/TWO STORY/8:12/VB/R-3",RHINO ROOFING,20000.0,0.0,,,245 MANSION HEIGHTS DR,,20000.0,0.0,Residential,Addition/Remodel,15.0,0,07 Data Dump,2023-07-01,July,07,2023,2024
02 - Remodel Residential,2023-MSS-RES-00592,,BRRRS - Reroof or Reside Residential,,"2021 CODES/SFR/REROOF/Remove & Replace 30# Felt, replace with 30-Year, Malarkey Shingle. Malarkey #1030 Synthetic underlayment, Malarkey Artic ice & Water Shield/PER IRC & LISTING/SINGLE STORY/3:12/VB/R-3",RHINO ROOFING,7200.0,0.0,,,2221 S 09TH ST W,,7200.0,0.0,Residential,Addition/Remodel,15.0,0,07 Data Dump,2023-07-01,July,07,2023,2024
01 - Remodel Commercial,2022-MSS-COM-00280,BAARC -  Add/Alter/Remodel Commercial,,,420 CULTIVATION / CANOPY: 250SF,OWNER,,,,,16 SEPTEMBER DR,,0.0,0.0,Commercial,Addition/Remodel,16.0,0,08 Data Dump,2023-08-01,August,08,2023,2024
05 - New MultiFamily,2022-MSS-COM-00405,BNMRB - New Multifamily 5+ Units,,12,2021 CODES/NEW 12-PLEX/VB/R-2,BTW INC,,451992.0,,1557540.0,1845 S 7TH ST W,MFR-APT,451992.0,1105548.0,Multi-Dwelling Apartment,New Construction,99.0,12,08 Data Dump,2023-08-01,August,08,2023,2024
03 - New Single Family Residential,2022-MSS-RES-00923,,BNSFT - New Single Family Townhouse,TED,2021 CODES/NEW TOWNHOUSE/ATT GARAGE/VB/R-3,MOSTAD CONSTRUCTION INC,,91428.0,,297101.54,4070-A CAMDEN ST,TED-2U,91428.0,205673.53999999998,TED Two Unit,New Construction,7.0,1,08 Data Dump,2023-08-01,August,08,2023,2024
03 - New Single Family Residential,2022-MSS-RES-00924,,BNSFT - New Single Family Townhouse,TED,2021 CODES/NEW TOWNHOUSE/ATT GARAGE/VB/R-3,MOSTAD CONSTRUCTION INC,,91428.0,,297101.54,4070-B CAMDEN ST,TED-2U,91428.0,205673.53999999998,TED Two Unit,New Construction,7.0,1,08 Data Dump,2023-08-01,August,08,2023,2024
03 - New Single Family Residential,2022-MSS-RES-00925,,BNSFT - New Single Family Townhouse,TED,2021 CODES/NEW TOWNHOUSE/ATT GARAGE/VB/R-3,MOSTAD CONSTRUCTION INC,,91428.0,,297101.54,4030-A CAMDEN ST,TED-2U,91428.0,205673.53999999998,TED Two Unit,New Construction,7.0,1,08 Data Dump,2023-08-01,August,08,2023,2024
03 - New Single Family Residential,2022-MSS-RES-00926,,BNSFT - New Single Family Townhouse,TED,2021 CODES/NEW TOWNHOUSE/ATT GARAGE/VB/R-3,MOSTAD CONSTRUCTION INC,,91428.0,,297101.54,4030-B CAMDEN ST,TED-2U,91428.0,205673.53999999998,TED Two Unit,New Construction,7.0,1,08 Data Dump,2023-08-01,August,08,2023,2024
01 - Remodel Commercial,2023-MSS-COM-00049,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/ADVANCED IMAGING AT NORTHERN ROCKIES ORTHOPEDICS/MRI Replacement.  All associated equipment is being replaced.  MRI will be removed thru a designed opening in the exterior wall.  Removal of one interior door to allow for equipment to enter into the equipment room./VB/B,SWANK ENTERPRISES,219242.65,0.0,,,2740 SOUTH AVE W  STE 102,,219242.65,0.0,Commercial,Addition/Remodel,16.0,0,08 Data Dump,2023-08-01,August,08,2023,2024
01 - Remodel Commercial,2023-MSS-COM-00051,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/WHEREHAUS LLC/ADDITION/IIB/S-1/B/F-2,CARL CONSTRUCTION INC,,103100.0,640400.0,,5845 SANDPIPER DR,,103100.0,537300.0,Commercial,Addition/Remodel,16.0,0,08 Data Dump,2023-08-01,August,08,2023,2024
01 - Remodel Commercial,2023-MSS-COM-00055,BAARC -  Add/Alter/Remodel Commercial,,,"2021 CODES/BONNER PARK BAND SHELL/Work generally includes select concrete demolition & removal, pour in place concrete for stairs & flatwork and metal hand railings & guardrails to construct an ADA ramp./VB/A-3",STONE MOUNTAIN CONTRACTING INC,40000.0,0.0,,,1600 RONALD AVE,,40000.0,0.0,Commercial,Addition/Remodel,16.0,0,08 Data Dump,2023-08-01,August,08,2023,2024
08 - New Business,2023-MSS-COM-00058,BNRHM - New Hotel/Motel/Cabin,,,2021 CODES/LIVAWAY SUITES/NEW HOTEL/VA/R-1/B,LANGLAS & ASSOCIATES INC,,3245347.2,,11870148.48,3455 N RESERVE ST,,3245347.2,8624801.280000001,Business,New Construction,11.0,0,08 Data Dump,2023-08-01,August,08,2023,2024
08 - New Business,2023-MSS-COM-00076,BNCON -  New Other,,,2021 CODES/HILLVIEW APTS POOL BLDG/New Pool Equipment Building/VB/U,QUALITY CONSTRUCTION COMPANY,,8262.45,20941.2,,1990 RIMEL RD,MFR-APT,8262.45,12678.75,Business,New Construction,11.0,0,08 Data Dump,2023-08-01,August,08,2023,2024
08 - New Business,2023-MSS-COM-00079,BNCSR -  New Recreation,,,2021 CODES/UM INDOOR PRACTICE FACILITY/The project consists of construction of an indoor athletic practice facility made up of an air supported dome and two adjacent buildings of masonry construction./IIB/A-4,DICK ANDERSON CONSTRUCTION,8342433.0,0.0,,,655 S VAN BUREN ST,,8342433.0,0.0,Business,New Construction,11.0,0,08 Data Dump,2023-08-01,August,08,2023,2024
08 - New Business,2023-MSS-COM-00096,BNCNB -  New Other Than Building,,,2021 CODES/PARTNERS HOPE CENTER GENERATOR-DUMPSTER ENCLOSURE/NEW/VB/U,DICK ANDERSON CONSTRUCTION,25000.0,0.0,,,3615 UNION PACIFIC ST,,25000.0,0.0,Business,New Construction,11.0,0,08 Data Dump,2023-08-01,August,08,2023,2024
08 - New Business,2023-MSS-COM-00097,BNCNB -  New Other Than Building,,,"2021 CODES/PARTNERS HOPE CENTER/NEW GROUND SIGN
Ground Sign for Partners Hope Center reference permit#2023-MSS-COM-00021",DICK ANDERSON CONSTRUCTION,5000.0,0.0,,,3615 UNION PACIFIC ST,,5000.0,0.0,Business,New Construction,11.0,0,08 Data Dump,2023-08-01,August,08,2023,2024
08 - New Business,2023-MSS-COM-00098,BNCNB -  New Other Than Building,,,2021 CODES/PARTNERS HOPE CENTER/NEW FLAGPOLE/VB/U,DICK ANDERSON CONSTRUCTION,5000.0,0.0,,,3615 UNION PACIFIC ST,,5000.0,0.0,Business,New Construction,11.0,0,08 Data Dump,2023-08-01,August,08,2023,2024
01 - Remodel Commercial,2023-MSS-COM-00116,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/LIQUID PLANET GRILLE/Interior only remodel of existing restaurant/VB/A-3,WESTERN VISIONC INC,35000.0,0.0,,,2922 BROOKS ST,,35000.0,0.0,Commercial,Addition/Remodel,16.0,0,08 Data Dump,2023-08-01,August,08,2023,2024
05 - New MultiFamily,2023-MSS-COM-00121,BNMRB - New Multifamily 5+ Units,,8,2021 CODES/BLDG B/NEW 8-PLEX/VB/R-2,SIRIUS CONSTRUCTION INC,,245045.36,,801124.52,1329 DEFOE ST,MFR-APT,245045.36,556079.16,Multi-Dwelling Apartment,New Construction,99.0,8,08 Data Dump,2023-08-01,August,08,2023,2024
05 - New MultiFamily,2023-MSS-COM-00122,BNMRB - New Multifamily 5+ Units,,6,2021 CODES/BLDG A/NEW 6-PLEX/VB/R-2,SIRIUS CONSTRUCTION INC,,184379.68,,602790.77,1110 BURTON ST,MFR-APT,184379.68,418411.09,Multi-Dwelling Apartment,New Construction,99.0,6,08 Data Dump,2023-08-01,August,08,2023,2024
01 - Remodel Commercial,2023-MSS-COM-00199,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/UM NALSA OFFICE/Renovate 2 existing offices for NALSA office/VB/E,SIRIUS CONSTRUCTION INC,72193.0,0.0,,,715 S 06TH ST E,,72193.0,0.0,Commercial,Addition/Remodel,16.0,0,08 Data Dump,2023-08-01,August,08,2023,2024
01 - Remodel Commercial,2023-MSS-COM-00218,BAARC -  Add/Alter/Remodel Commercial,,,"2021 CODES/UNIT 108/Add two walls, additional door to bathroom, remove tub, install new tile shower./VB/R-2",KTM CONTRACTING,9085.0,0.0,,,4100 108 MULLAN RD,,9085.0,0.0,Commercial,Addition/Remodel,16.0,0,08 Data Dump,2023-08-01,August,08,2023,2024
01 - Remodel Commercial,2023-MSS-COM-00225,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/UM PAW PRINTS COPY CENTER/Expansion of Paw Prints copy center in Mansfield library/VB/B/E,D LOWER CONSTRUCTION,38695.0,0.0,,,910 MCLEOD AVE,,38695.0,0.0,Commercial,Addition/Remodel,16.0,0,08 Data Dump,2023-08-01,August,08,2023,2024
01 - Remodel Commercial,2023-MSS-COM-00238,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/MONTANA SWEETGRASS COMPANY/Change of Use Permit.  Restaurant to Mercantile. No renovation work/ CANNABIS DISPENSARY/VB/M,OWNER,1.0,0.0,,,623 W BROADWAY,,1.0,0.0,Commercial,Addition/Remodel,16.0,0,08 Data Dump,2023-08-01,August,08,2023,2024
01 - Remodel Commercial,2023-MSS-COM-00242,BCRRS -  Reroof/Reside Commercial,,,2021 CODES/GET AIR/ REROOF/Doing a Roof Overlay above Get Air. We are going to slice existing roof so that it properly vents and then install insulation recovery board of the existing roof deck to protect the new roof membrane.  This will be a mechanically fastened roofing system using 60mil tpo./SINGLE STORY/VB/A-3,FLYNN BEC LP,215500.0,0.0,,,2501 BROOKS ST  STE A,,215500.0,0.0,Commercial,Addition/Remodel,16.0,0,08 Data Dump,2023-08-01,August,08,2023,2024
01 - Remodel Commercial,2023-MSS-COM-00243,BCRRS -  Reroof/Reside Commercial,,,"2021 CODES/COM BLDG/REROOF/Remove existing roofing material, install 2"" polyiso insulation, 1/4"" densdeck mechanically fastened, 60 mil tpo mechanically fastened, associated sheetmetal flashing and trim, remove debris/PER CODE & LISTING/SINGLE STORY/FLAT/VB/B",MILLER ROOFING INC,110000.0,0.0,,,821 S HIGGINS AVE,,110000.0,0.0,Commercial,Addition/Remodel,16.0,0,08 Data Dump,2023-08-01,August,08,2023,2024
01 - Remodel Commercial,2023-MSS-COM-00246,BCRRS -  Reroof/Reside Commercial,,,CHRISTIAN LIFE CENTER / Removal of old roof and underlayment / replacing with new synthetic underlayment / ice & water shield / metal roofing / INSTALL PER IBC AND LISTING / 6:12 / VB / A,FISHER FAMILY CONSTRUCTION,119698.0,0.0,,,3801 RUSSELL ST,,119698.0,0.0,Commercial,Addition/Remodel,16.0,0,08 Data Dump,2023-08-01,August,08,2023,2024
01 - Remodel Commercial,2023-MSS-COM-00251,BCRRS -  Reroof/Reside Commercial,,,"2021 CODES/4-PLEX/REROOF/Remove existing roofing to bare decking, install new edge metal, install new synthetic underlayment throughout, install new 26ga snap lock roofing metal with trims, install new pipe boots, install new ridge cap and vent./PER IRC & LISTING/TWO STORY/5:12/VB/R-2",DERRICK G SMITH ROOFING LLC,20325.0,0.0,,,1020 4PLX KEMP ST,,20325.0,0.0,Commercial,Addition/Remodel,16.0,0,08 Data Dump,2023-08-01,August,08,2023,2024
01 - Remodel Commercial,2023-MSS-COM-00255,BCRRS -  Reroof/Reside Commercial,,,"COM / to remove old roofing / to replace bad decking and any damaged underlayment as needed / to install 1/2"" R Tech Shield overtop of existing underlayment / to install 60 Mill TPO overtop of R Tech Shield / to install new edge metal and cover tape / INSTALL PER IRC AND LISTING / 1:12 / A-2",ABOVE THE REST ROOFING,38000.0,0.0,,,1101 STRAND AVE,,38000.0,0.0,Commercial,Addition/Remodel,16.0,0,08 Data Dump,2023-08-01,August,08,2023,2024
01 - Remodel Commercial,2023-MSS-COM-00258,BCRRS -  Reroof/Reside Commercial,,,Rhoades & Erickson PLLC / Remove existing shingles and dispose / Install new underlayment and Ice & water guard / install arctic seal by malarkey shingles to code/ SLOPED ROOF @ CENTER OF STRUCTURE / INSTALL PER IBC AND LISTING / 5:12 /VB / B,SCHROCK COMMERCIAL ROOFING INC,7400.0,0.0,,,430 RYMAN ST,,7400.0,0.0,Commercial,Addition/Remodel,16.0,0,08 Data Dump,2023-08-01,August,08,2023,2024
02 - Remodel Residential,2023-MSS-RES-00049,,BAARR -  Add/Alter/Remodel Residential,,2021 CODES/SFR/REMODEL/VB/R-3,SCARIANO CONSTRUCTION INC,75000.0,0.0,,,4005 DUNCAN DR,,75000.0,0.0,Residential,Addition/Remodel,15.0,0,08 Data Dump,2023-08-01,August,08,2023,2024
03 - New Single Family Residential,2023-MSS-RES-00055,,BNSFR - New Single Family Residence,,2021 CODES/NSFR/ATT GARAGE/VB/R-3/U,EDGELL BUILDING AND DEVELOPMENT INC,,233908.45,,749290.96,2700 SYCAMORE ST,SFR-DET,233908.45,515382.50999999995,Single Dwelling Detached,New Construction,2.0,1,08 Data Dump,2023-08-01,August,08,2023,2024
03 - New Single Family Residential,2023-MSS-RES-00070,,BNSFR - New Single Family Residence,,2021 CODES/NSFR/ATT GARAGE//VB/R-3,HAYDEN HOMES LLC,,85100.7,,301969.48,2545 CONCHO WAY,SFR-DET,85100.7,216868.77999999997,Single Dwelling Detached,New Construction,2.0,1,08 Data Dump,2023-08-01,August,08,2023,2024
03 - New Single Family Residential,2023-MSS-RES-00087,,BNSFR - New Single Family Residence,,2021 CODES/NSFR/ATT GARAGE/VB/R-3,HAYDEN HOMES LLC,,85855.39,,308858.55,2529 CONCHO WAY,SFR-DET,85855.39,223003.15999999997,Single Dwelling Detached,New Construction,2.0,1,08 Data Dump,2023-08-01,August,08,2023,2024
03 - New Single Family Residential,2023-MSS-RES-00151,,BNSFR - New Single Family Residence,,2021 CODES/NSFR/ATT GARAGE/VB/R-3,BEAUCHAMP CONSTRUCTION INC,,112112.16,,401684.04,2555 DRAKE LN,SFR-DET,112112.16,289571.88,Single Dwelling Detached,New Construction,2.0,1,08 Data Dump,2023-08-01,August,08,2023,2024
03 - New Single Family Residential,2023-MSS-RES-00254,,BNSFR - New Single Family Residence,,2021 CODES/NSFR/ATT GARAGE/VB/R-3,STRAIGHT LINE CONSTRUCTION INC,,232048.46,,824874.53,5433 CANYON RIVER RD,SFR-DET,232048.46,592826.0700000001,Single Dwelling Detached,New Construction,2.0,1,08 Data Dump,2023-08-01,August,08,2023,2024
03 - New Single Family Residential,2023-MSS-RES-00273,,BNSFR - New Single Family Residence,,2021 CODES/NSFR/ATT GARAGE/VB/R-3/U,"BRUNNER HOMES & CONSTRUCTION, INC.",,217841.99,,772268.4,8186 RANCH CLUB RD,SFR-DET,217841.99,554426.41,Single Dwelling Detached,New Construction,2.0,1,08 Data Dump,2023-08-01,August,08,2023,2024
03 - New Single Family Residential,2023-MSS-RES-00282,,BNSFT - New Single Family Townhouse,TED,2021 CODES/NEW TOWNHOME/TOU F/VB/R-3,EBC DEVELOPMENT LLC,,51327.34,,184765.67,1031 KEMP ST,TED SF,51327.34,133438.33000000002,TED Single Dwelling,New Construction,6.0,1,08 Data Dump,2023-08-01,August,08,2023,2024
03 - New Single Family Residential,2023-MSS-RES-00283,,BNSFT - New Single Family Townhouse,TED,2021 CODES/NEW TOWNHOME/TOU G/VB/R-3,EBC DEVELOPMENT LLC,,51327.34,,184765.67,1035 KEMP ST,TED SF,51327.34,133438.33000000002,TED Single Dwelling,New Construction,6.0,1,08 Data Dump,2023-08-01,August,08,2023,2024
03 - New Single Family Residential,2023-MSS-RES-00284,,BNSFT - New Single Family Townhouse,TED,2021 CODES/NEW TOWNHOME/ATT GAR/TOU H/VB/R-3,EBC DEVELOPMENT LLC,,51327.34,,184765.67,1039 KEMP ST,TED SF,51327.34,133438.33000000002,TED Single Dwelling,New Construction,6.0,1,08 Data Dump,2023-08-01,August,08,2023,2024
03 - New Single Family Residential,2023-MSS-RES-00285,,BNSFT - New Single Family Townhouse,TED,2021 CODES/NEW TOWNHOME/ATT GAR/TOU I/VB/R-3,EBC DEVELOPMENT LLC,,51327.34,,184765.67,1043 KEMP ST,TED SF,51327.34,133438.33000000002,TED Single Dwelling,New Construction,6.0,1,08 Data Dump,2023-08-01,August,08,2023,2024
03 - New Single Family Residential,2023-MSS-RES-00286,,BNSFT - New Single Family Townhouse,TED,2021 CODES/NEW TOWNHOME/ATT GAR/TOU J/VB/R-3,EBC DEVELOPMENT LLC,,51327.34,,184765.67,1047 KEMP ST,TED SF,51327.34,133438.33000000002,TED Single Dwelling,New Construction,6.0,1,08 Data Dump,2023-08-01,August,08,2023,2024
03 - New Single Family Residential,2023-MSS-RES-00287,,BNSFT - New Single Family Townhouse,TED,2021 CODES/NEW TOWNHOME/ATT GARAGE/TOU A/VB/R-3,SILVERFERN,,51327.34,,184765.67,1003 KEMP ST,TED SF,51327.34,133438.33000000002,TED Single Dwelling,New Construction,6.0,1,08 Data Dump,2023-08-01,August,08,2023,2024
03 - New Single Family Residential,2023-MSS-RES-00290,,BNSFT - New Single Family Townhouse,TED,2021 CODES/NEW TOWNHOME/ATT GAR/TOU B/VB/R-3,SILVERFERN,,51327.34,,184765.67,1007 KEMP ST,TED SF,51327.34,133438.33000000002,TED Single Dwelling,New Construction,6.0,1,08 Data Dump,2023-08-01,August,08,2023,2024
03 - New Single Family Residential,2023-MSS-RES-00291,,BNSFT - New Single Family Townhouse,TED,2021 CODES/NEW TOWNHOME/ATT GAR/TOU C/VB/R-3,SILVERFERN,,51327.34,,184765.67,1011 KEMP ST,TED SF,51327.34,133438.33000000002,TED Single Dwelling,New Construction,6.0,1,08 Data Dump,2023-08-01,August,08,2023,2024
03 - New Single Family Residential,2023-MSS-RES-00292,,BNSFT - New Single Family Townhouse,TED,2021 CODES/NEW TOWNHOME/ATT GAR/TOU D/VB/R-3,SILVERFERN,,51327.34,,184765.67,1015 KEMP ST,TED SF,51327.34,133438.33000000002,TED Single Dwelling,New Construction,6.0,1,08 Data Dump,2023-08-01,August,08,2023,2024
03 - New Single Family Residential,2023-MSS-RES-00293,,BNSFT - New Single Family Townhouse,TED,2021 CODES/NEW TOWNHOME/ATT GAR/TOU E/VB/R-3,SILVERFERN,,51327.34,,184765.67,1019 KEMP ST,TED SF,51327.34,133438.33000000002,TED Single Dwelling,New Construction,6.0,1,08 Data Dump,2023-08-01,August,08,2023,2024
03 - New Single Family Residential,2023-MSS-RES-00366,,BNSFR - New Single Family Residence,,2021 CODES/NSFR/ATT GARAGE/VB/R-3/U,HUGHES CONSTRUCTION LLC,,201665.05,,714632.28,4332 HARRISON SCOTT DR,SFR-DET,201665.05,512967.23000000004,Single Dwelling Detached,New Construction,2.0,1,08 Data Dump,2023-08-01,August,08,2023,2024
03 - New Single Family Residential,2023-MSS-RES-00415,,BNSFR - New Single Family Residence,,2021 CODES/NSFR/ATT GARAGEVB/R-3,LM COX INC,,83982.9,,299431.28,5572 HORN RD,SFR-DET,83982.9,215448.38000000003,Single Dwelling Detached,New Construction,2.0,1,08 Data Dump,2023-08-01,August,08,2023,2024
